x,newlib,openlibm,maple,mpfr64,mpfr128,intel-mkl,mathematica,
0.44000000000000000222,0,0,1,0,0,0,0,
0.45000000000000001110,3,3,5,2,2,3,3,
0.46000000000000001998,1,1,6,1,1,1,1,
0.47000000000000002887,2,2,2,1,1,2,2,
0.47999999999999998224,2,2,6,1,1,2,2,
0.48999999999999999112,1,1,1,1,1,1,1,
0.50000000000000000000,0,0,5,1,1,0,0,
0.51000000000000000888,0,0,0,0,0,0,0,
0.52000000000000001776,1,1,7,0,0,1,1,
0.53000000000000002665,1,1,6,1,1,1,1,
0.54000000000000003553,0,0,4,0,0,0,0,
0.55000000000000004441,0,0,3,0,0,0,0,
0.56000000000000005329,2,2,1,1,1,2,2,
0.57000000000000006217,1,1,1,0,0,1,1,
0.57999999999999996003,1,1,6,1,1,1,1,
0.58999999999999996891,3,3,5,2,2,3,3,
0.59999999999999997780,1993413297690498,1993413297690498,4603158752789502662,1993413297690497,1993413297690497,1993413297690498,2391900136142778061,
0.60999999999999998668,2009956430290500,2009956430290500,4603200110621002665,2009956430290500,2009956430290500,2009956430290500,2302811616361225681,
0.61999999999999999556,16408079841612,16408079841612,41020199604032,16408079841611,16408079841611,16408079841612,41020199604028,
0.63000000000000000444,16276281632258,16276281632258,40690704080649,16276281632257,16276281632257,16276281632258,40690704080648,
0.64000000000000001332,16147609319287,16147609319287,40369023298214,16147609319286,16147609319286,16147609319287,40369023298212,
0.65000000000000002220,16021941259330,16021941259330,40054853148325,16021941259329,16021941259329,16021941259330,40054853148325,
0.66000000000000003109,15899162334849,15899162334849,39747905837124,15899162334849,15899162334849,15899162334849,39747905837124,
0.67000000000000003997,15779163510783,15779163510783,39447908776960,15779163510782,15779163510782,15779163510783,39447908776960,
0.68000000000000004885,15661841427483,15661841427483,39154603568710,15661841427483,15661841427483,15661841427483,39154603568709,
0.69000000000000005773,15547098026453,15547098026453,38867745066134,15547098026452,15547098026452,15547098026453,38867745066133,
0.70000000000000006661,15434840205818,15434840205818,38587100514548,15434840205818,15434840205818,15434840205818,38587100514543,
0.70999999999999996447,15324979502773,15324979502773,38312448756935,15324979502773,15324979502773,15324979502773,38312448756930,
0.71999999999999997335,15217431800549,15217431800549,38043579501378,15217431800548,15217431800548,15217431800549,38043579501371,
0.72999999999999998224,15112117057687,15112117057687,37780292644217,15112117057687,15112117057687,15112117057687,37780292644217,
0.73999999999999999112,15008959057648,15008959057648,37522397644117,15008959057648,15008959057648,15008959057648,37522397644116,
0.75000000000000000000,14907885176964,14907885176964,37269712942409,14907885176964,14907885176964,14907885176964,37269712942403,
0.76000000000000000888,14808826170347,14808826170347,37022065425866,14808826170347,14808826170347,14808826170347,37022065425861,
0.77000000000000001776,14711715971299,14711715971299,36779289928244,14711715971298,14711715971298,14711715971299,36779289928238,
0.78000000000000002665,14616491506909,14616491506909,36541228767270,14616491506909,14616491506909,14616491506909,36541228767268,
0.79000000000000003553,14523092525692,14523092525692,36307731314232,14523092525691,14523092525691,14523092525692,36307731314226,
0.80000000000000004441,14431461437350,14431461437350,36078653593377,14431461437350,14431461437350,14431461437350,36078653593369,
0.81000000000000005329,14341543163535,14341543163535,35853857908845,14341543163535,14341543163535,14341543163535,35853857908837,
0.82000000000000006217,14253284998717,14253284998717,35633212496790,14253284998716,14253284998716,14253284998717,35633212496790,
0.83000000000000007105,14166636480339,14166636480339,35416591200852,14166636480339,14166636480339,14166636480339,35416591200845,
0.83999999999999996891,14081549267573,14081549267573,35203873168936,14081549267572,14081549267572,14081549267573,35203873168928,
0.84999999999999997780,13997977027975,13997977027975,34994942569934,13997977027974,13997977027974,13997977027975,34994942569934,
0.85999999999999998668,13915875331464,13915875331464,34789688328667,13915875331464,13915875331464,13915875331464,34789688328660,
0.86999999999999999556,13835201551061,13835201551061,34588003877655,13835201551061,13835201551061,13835201551061,34588003877652,
0.88000000000000000444,13755914769878,13755914769878,34389786924695,13755914769877,13755914769877,13755914769878,34389786924691,
0.89000000000000001332,13677975693911,13677975693911,34194939234780,13677975693911,13677975693911,13677975693911,34194939234771,
0.90000000000000002220,13601346570209,13601346570209,34003366425526,13601346570209,13601346570209,13601346570209,34003366425523,
0.91000000000000003109,13525991110034,13525991110034,33814977775089,13525991110034,13525991110034,13525991110034,33814977775082,
0.92000000000000003997,13451874416632,13451874416632,33629686041581,13451874416631,13451874416631,13451874416632,33629686041575,
0.93000000000000004885,13378962917337,13378962917337,33447407293349,13378962917336,13378962917336,13378962917337,33447407293341,
0.94000000000000005773,13307224299670,13307224299670,33268060749176,13307224299669,13307224299669,13307224299670,33268060749171,
0.95000000000000006661,13236627451157,13236627451157,33091568627897,13236627451156,13236627451156,13236627451157,33091568627889,
0.95999999999999996447,13167142402640,13167142402640,32917856006600,13167142402640,13167142402640,13167142402640,32917856006596,
0.96999999999999997335,13098740274814,13098740274814,32746850687038,13098740274813,13098740274813,13098740274814,32746850687036,
0.97999999999999998224,13031393227799,13031393227799,32578483069499,13031393227798,13031393227798,13031393227798,32578483069495,
0.98999999999999999112,12965074413519,12965074413519,32412686033801,12965074413518,12965074413518,12965074413519,32412686033797,
1.00000000000000000000,12899757930742,12899757930742,32249394826853,12899757930742,12899757930742,12899757930742,32249394826853,
