7ff0000000000000,4008000000000000,fff8000000000000
4008000000000000,fff0000000000000,fff8000000000000
4008000000000000,7ff0000000000000,fff8000000000000
4028000000000000,fff8000000000000,fff8000000000000
fff8000000000000,4028000000000000,fff8000000000000
0000000000000000,0000000000000000,fff8000000000000
4020000000000000,4028000000000000,4020000000000000
4026000000000000,c008000000000000,4000000000000000
402c000000000000,0010000000000000,0000000000000000
0010000000000000,402c000000000000,0010000000000000
0010000000000000,0010000000000000,0000000000000000
8010000000000000,0010000000000000,0000000000000000
7fefffffffffffff,8010000000000000,0000000000000000
0010000000000000,7fefffffffffffff,0010000000000000
8010000000000000,7fefffffffffffff,8010000000000000
