identity,x,y,newlib,openlibm,mpfr64,mpfr128,crlibm,intel-mkl,libmcr,mathematica,
sin(2*x)=2*sin(x)*cos(x),0.00000000000000000000,                -nan,0,0,0,0,0,0,0,0,
sin(2*x)=2*sin(x)*cos(x),1.57079632679489655800,                -nan,0,0,0,0,234842310846620755,0,234842310846620755,0,
sin(2*x)=2*sin(x)*cos(x),1.04719755119659763132,                -nan,1,1,0,0,212974789682672,1,212974789682672,0,
sin(2*x)=2*sin(x)*cos(x),0.52359877559829881566,                -nan,0,0,0,0,7426948449774712,0,7426948449774712,0,
sin(2*x)=2*sin(x)*cos(x),0.78539816339744827900,                -nan,0,0,0,0,3796815606375694,0,3796815606375694,0,
sin(2*x)=2*sin(x)*cos(x),0.39269908169872413950,                -nan,1,1,0,0,9842153472424359,1,9842153472424359,0,
sin(2*x)=2*sin(x)*cos(x),0.26179938779914940783,                -nan,0,0,0,0,13079514665820437,0,13079514665820437,0,
sin(2*x)=2*sin(x)*cos(x),10000000000000000000000.00000000000000000000,                -nan,0,0,0,0,783511821329263,0,783511821329263,0,
sin(2*x)=2*sin(x)*cos(x),0.00000000000000000000,                -nan,0,0,0,0,9007199254740992,0,9007199254740991,0,
sin(2*x)=2*sin(x)*cos(x),179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.00000000000000000000,                -nan,not_finite,not_finite,0,0,not_finite,not_finite,not_finite,0,
