3.000000e+00,0.000000e+00,-nan,
3.000000e+00,0.000000e+00,-nan,
1.200000e+01,0.000000e+00,-nan,
0.000000e+00,0.000000e+00,-nan,
8.000000e+00,0.000000e+00,4.000000e+00,
1.100000e+01,0.000000e+00,-3.000000e+00,
1.400000e+01,0.000000e+00,2.225074e-308,
2.225074e-308,0.000000e+00,0.000000e+00,
2.225074e-308,0.000000e+00,0.000000e+00,
-2.225074e-308,0.000000e+00,0.000000e+00,
1.797693e+308,0.000000e+00,-2.225074e-308,
2.225074e-308,0.000000e+00,0.000000e+00,
-2.225074e-308,0.000000e+00,0.000000e+00,
